"Ensembl ID","Gene","Gene type","Chr","Start","End","posMap","eqtlMap","ciMap","N posMap","Max CADD posMap","N eqtlMap","min P eqtlMap","eqtlMapminQ","Tissue eqtlMap","Tissue ciMap","SNPs posMap","SNPs eqtlMap","SNPs ciMap"
"ENSG00000141084","RANBP10","protein_coding","16","67757005","67840555","No","Yes","Yes","0","0.0","8","1.3524600000000001e-09","3.34608e-24","eQTLcatalogue/BrainSeq ge brain, PsychENCODE eQTLs, CMC SVA cis, GTEx/v8/Adipose Subcutaneous, GTEx/v8/Artery Tibial, GTEx/v8/Brain Cerebellum, GTEx/v8/Brain Cortex, GTEx/v8/Breast Mammary Tissue, GTEx/v8/Esophagus Muscularis, GTEx/v8/Nerve Tibial, GTEx/v8/Pancreas, GTEx/v8/Thyroid","Adult Cortex, Fetal Cortex, Left Ventricle, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Trophoblast-like Cell, hESC","-","rs1134760, rs3785098, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs7193701, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs1134760, rs7193701","rs8060686, rs1134760;rs7187289;rs20549, rs10468274;rs376338919;rs7196789;rs6499145, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000102904","TSNAXIP1","protein_coding","16","67840668","67866051","No","Yes","Yes","0","0.0","9","1.5636000000000001e-18","0.0","EyeGEx, eQTLGen cis eQTLs, BIOSQTL/BIOS eQTL geneLevel, CMC SVA cis, GTEx/v8/Adipose Subcutaneous, GTEx/v8/Adipose Visceral Omentum, GTEx/v8/Adrenal Gland, GTEx/v8/Artery Aorta, GTEx/v8/Artery Coronary, GTEx/v8/Artery Tibial, GTEx/v8/Brain Cerebellar Hemisphere, GTEx/v8/Brain Cerebellum, GTEx/v8/Brain Cortex, GTEx/v8/Brain Frontal Cortex BA9, GTEx/v8/Breast Mammary Tissue, GTEx/v8/Colon Sigmoid, GTEx/v8/Colon Transverse, GTEx/v8/Esophagus Gastroesophageal Junction, GTEx/v8/Esophagus Mucosa, GTEx/v8/Esophagus Muscularis, GTEx/v8/Heart Atrial Appendage, GTEx/v8/Heart Left Ventricle, GTEx/v8/Liver, GTEx/v8/Nerve Tibial, GTEx/v8/Pituitary, GTEx/v8/Cells Cultured fibroblasts, GTEx/v8/Skin Not Sun Exposed Suprapubic, GTEx/v8/Skin Sun Exposed Lower leg, GTEx/v8/Spleen, GTEx/v8/Thyroid","Adult Cortex, Fetal Cortex, Left Ventricle, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Trophoblast-like Cell, hESC","-","rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs20549, rs8060686, rs10468274, rs7196789, rs20549, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs20549, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs1134760, rs20549, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739","rs8060686, rs1134760;rs7187289;rs20549, rs10468274;rs376338919;rs7196789;rs6499145, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000102901","CENPT","protein_coding","16","67862060","67881714","No","No","Yes","0","0.0","0","-","-","-","Adult Cortex, Fetal Cortex, Aorta, Dorsolateral Prefrontal Cortex, Hippocampus, Left Ventricle, Liver, Lung, Pancreas, Right Ventricle, Spleen, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Neural Progenitor Cell, Trophoblast-like Cell, hESC","-","-","rs8060686, rs1134760;rs7187289;rs20549, rs1134760;rs7187289;rs20549;rs59600980;rs1476306;rs1109166;rs2292318;rs7195605;rs9934405;rs3785098;rs3785100;rs11383451, rs10468274;rs376338919;rs7196789;rs6499145"
"ENSG00000168286","THAP11","protein_coding","16","67876213","67878097","No","Yes","Yes","0","0.0","3","0.000134926","0.0241992","GTEx/v8/Artery Aorta","Adult Cortex, Fetal Cortex, Left Ventricle, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Trophoblast-like Cell, hESC","-","rs10468274, rs1134760, rs20549","rs8060686, rs1134760;rs7187289;rs20549, rs10468274;rs376338919;rs7196789;rs6499145, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000102898","NUTF2","protein_coding","16","67880635","67906470","Yes","Yes","Yes","1","13.42","8","8.21108e-07","0.00410554","eQTLcatalogue/BLUEPRINT ge neutrophil, eQTLcatalogue/CEDAR monocyte CD14, eQTLcatalogue/Fairfax 2014 naive, eQTLcatalogue/Kasela 2017 T-cell CD4, GTEx/v8/Skin Not Sun Exposed Suprapubic","Adult Cortex, Fetal Cortex, Aorta, Dorsolateral Prefrontal Cortex, Hippocampus, Left Ventricle, Liver, Lung, Pancreas, Right Ventricle, Spleen, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Neural Progenitor Cell, Trophoblast-like Cell, hESC","rs8060686","rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs7193701","rs8060686, rs1134760;rs7187289;rs20549, rs1134760;rs7187289;rs20549;rs59600980;rs1476306;rs1109166;rs2292318;rs7195605;rs9934405;rs3785098;rs3785100;rs11383451, rs10468274;rs376338919;rs7196789;rs6499145"
"ENSG00000038358","EDC4","protein_coding","16","67906926","67918406","Yes","No","Yes","3","22.4","0","-","-","-","Adult Cortex, Aorta, Dorsolateral Prefrontal Cortex, Hippocampus, Left Ventricle, Liver, Lung, Pancreas, Right Ventricle, Spleen, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Neural Progenitor Cell, Trophoblast-like Cell, hESC","rs8060686, rs10468274, rs7196789","-","rs1134760;rs7187289;rs20549;rs59600980;rs1476306;rs1109166;rs2292318;rs7195605;rs9934405;rs3785098;rs3785100;rs11383451, rs10468274;rs376338919;rs7196789;rs6499145"
"ENSG00000188038","NRN1L","protein_coding","16","67918708","67922758","Yes","Yes","Yes","3","22.4","4","0.000332465","0.00626052","GTEx/v8/Artery Tibial, GTEx/v8/Muscle Skeletal","Adult Cortex, Fetal Cortex, Aorta, Dorsolateral Prefrontal Cortex, Hippocampus, Left Ventricle, Liver, Lung, Pancreas, Right Ventricle, Spleen, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Neural Progenitor Cell, Trophoblast-like Cell, hESC","rs8060686, rs10468274, rs7196789","rs8060686, rs10468274, rs7196789, rs3815173","rs10468274;rs376338919;rs7196789;rs6499145, rs1134760;rs7187289;rs20549;rs59600980;rs1476306;rs1109166;rs2292318;rs7195605;rs9934405;rs3785098;rs3785100;rs11383451, rs1134760;rs7187289;rs20549"
"ENSG00000159792","PSKH1","protein_coding","16","67927175","67963581","Yes","Yes","Yes","3","22.4","8","1.20569e-09","7.72963e-07","eQTLGen cis eQTLs, GTEx/v8/Cells Cultured fibroblasts","Adult Cortex, Fetal Cortex, Aorta, Dorsolateral Prefrontal Cortex, Hippocampus, Left Ventricle, Liver, Lung, Pancreas, Right Ventricle, Spleen, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Neural Progenitor Cell, Trophoblast-like Cell, hESC","rs10468274, rs7196789, rs1134760","rs8060686, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739","rs3815173;rs6499160;rs73612697;rs4640173;rs4567701;rs75229939;rs78229587;rs56230350;rs12597573;rs9939821;rs7206792;rs140979755;rs117751972;rs12596883;rs74629553;rs76495028;rs4517790;rs12447931;rs55790290;rs9938553;rs7193701;rs7199487;rs7199699;rs7199878;rs111701446;rs8044995;rs11275011;rs55725810;rs561946216;rs562498359;rs77884900;rs8060893;rs34395120;rs7194694;rs551970167;rs555741225;rs34539538;rs201391085;rs186642615;rs56097211;rs56138523, rs1134760;rs7187289;rs20549;rs59600980;rs1476306;rs1109166;rs2292318;rs7195605;rs9934405;rs3785098;rs3785100;rs11383451, rs1134760;rs7187289;rs20549, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000141086","CTRL","protein_coding","16","67961543","67966317","Yes","Yes","Yes","1","12.99","9","2.65443e-18","1.2029799999999998e-14","GTEx/v8/Adipose Subcutaneous, GTEx/v8/Whole Blood, GTEx/v8/Skin Not Sun Exposed Suprapubic, GTEx/v8/Skin Sun Exposed Lower leg","Adult Cortex, Fetal Cortex, IMR90, Mesenchymal Stem Cell","rs1134760","rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739","rs8060686, rs10468274;rs376338919;rs7196789;rs6499145, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000261884","CTC-479C5.12","protein_coding","16","67963517","67969920","Yes","Yes","Yes","1","12.99","9","8.3041e-12","0.0","eQTLGen cis eQTLs","Adult Cortex, Fetal Cortex, IMR90, Mesenchymal Stem Cell","rs1134760","rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739","rs8060686, rs10468274;rs376338919;rs7196789;rs6499145, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000205220","PSMB10","protein_coding","16","67968405","67970990","Yes","Yes","Yes","1","12.99","9","1.40474e-10","4.65266e-08","eQTLGen cis eQTLs, GTEx/v8/Skin Not Sun Exposed Suprapubic, GTEx/v8/Testis","Adult Cortex, Fetal Cortex, IMR90, Mesenchymal Stem Cell","rs1134760","rs3815173, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739","rs8060686, rs10468274;rs376338919;rs7196789;rs6499145, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000213398","LCAT","protein_coding","16","67973653","67978034","Yes","Yes","Yes","1","12.99","9","4.390099999999999e-127","0.0","eQTLcatalogue/BLUEPRINT ge monocyte, eQTLcatalogue/BLUEPRINT ge neutrophil, eQTLcatalogue/Lepik 2017 ge blood, eQTLcatalogue/Quach 2016 ge monocyte naive, eQTLcatalogue/TwinsUK ge fat, eQTLcatalogue/TwinsUK ge skin, eQTLGen cis eQTLs, BIOSQTL/BIOS eQTL geneLevel, GTEx/v8/Adipose Subcutaneous, GTEx/v8/Adipose Visceral Omentum, GTEx/v8/Whole Blood, GTEx/v8/Artery Aorta, GTEx/v8/Artery Tibial, GTEx/v8/Breast Mammary Tissue, GTEx/v8/Esophagus Gastroesophageal Junction, GTEx/v8/Esophagus Muscularis, GTEx/v8/Heart Atrial Appendage, GTEx/v8/Heart Left Ventricle, GTEx/v8/Muscle Skeletal, GTEx/v8/Nerve Tibial, GTEx/v8/Pituitary, GTEx/v8/Cells Cultured fibroblasts, GTEx/v8/Skin Not Sun Exposed Suprapubic, GTEx/v8/Skin Sun Exposed Lower leg, GTEx/v8/Spleen, GTEx/v8/Testis, GTEx/v8/Thyroid","Adult Cortex, Fetal Cortex, IMR90, Mesenchymal Stem Cell","rs1134760","rs3815173, rs10468274, rs3815173, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs8060686, rs10468274, rs7196789, rs1134760, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs8060686, rs10468274, rs10468274, rs7196789, rs7196789, rs1134760, rs1134760, rs20549, rs20549, rs3785098, rs3785098, rs3815173, rs3815173, rs7193701, rs7193701, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs7196789, rs20549, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098","rs8060686, rs10468274;rs376338919;rs7196789;rs6499145, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000124067","SLC12A4","protein_coding","16","67977377","68003504","Yes","Yes","Yes","1","17.03","9","2.12354e-31","0.0","eQTLcatalogue/BLUEPRINT ge monocyte, eQTLcatalogue/BLUEPRINT ge neutrophil, eQTLcatalogue/Lepik 2017 ge blood, eQTLcatalogue/Quach 2016 ge monocyte naive, eQTLGen cis eQTLs, BIOSQTL/BIOS eQTL geneLevel, GTEx/v8/Adipose Subcutaneous, GTEx/v8/Adipose Visceral Omentum, GTEx/v8/Adrenal Gland, GTEx/v8/Whole Blood, GTEx/v8/Heart Atrial Appendage, GTEx/v8/Muscle Skeletal, GTEx/v8/Nerve Tibial, GTEx/v8/Cells Cultured fibroblasts, GTEx/v8/Skin Not Sun Exposed Suprapubic, GTEx/v8/Skin Sun Exposed Lower leg, GTEx/v8/Spleen, GTEx/v8/Thyroid","Fetal Cortex, Left Ventricle, Liver, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Trophoblast-like Cell, hESC","rs3785098","rs3815173, rs3815173, rs3815173, rs1134760, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs8060686, rs10468274, rs10468274, rs7196789, rs7196789, rs1134760, rs1134760, rs20549, rs20549, rs3785098, rs3785098, rs3815173, rs3815173, rs7193701, rs7193701, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs20549, rs3785098, rs7196789, rs20549","rs8060686, rs3815173;rs6499160;rs73612697;rs4640173;rs4567701;rs75229939;rs78229587;rs56230350;rs12597573;rs9939821;rs7206792;rs140979755;rs117751972;rs12596883;rs74629553;rs76495028;rs4517790;rs12447931;rs55790290;rs9938553;rs7193701;rs7199487;rs7199699;rs7199878;rs111701446;rs8044995;rs11275011;rs55725810;rs561946216;rs562498359;rs77884900;rs8060893;rs34395120;rs7194694;rs551970167;rs555741225;rs34539538;rs201391085;rs186642615;rs56097211;rs56138523, rs10468274;rs376338919;rs7196789;rs6499145, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000141096","DPEP3","protein_coding","16","68009566","68014732","No","Yes","Yes","0","0.0","9","1.4812999999999994e-272","0.0","eQTLcatalogue/BLUEPRINT ge monocyte, eQTLcatalogue/Fairfax 2012 B-cell CD19, eQTLcatalogue/Fairfax 2014 LPS2, eQTLcatalogue/Fairfax 2014 naive, eQTLcatalogue/Lepik 2017 ge blood, eQTLcatalogue/TwinsUK ge blood, DICE/B cell naive, eQTLGen cis eQTLs, BIOSQTL/BIOS eQTL geneLevel, GTEx/v8/Whole Blood","Promoter anchored loops, Left Ventricle, Liver, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Trophoblast-like Cell, hESC","-","rs7193701, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs7193701, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs1134760, rs20549, rs3785098, rs3815173, rs3815173, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739","rs3815173;rs6499160;rs73612697;rs4640173;rs4567701;rs75229939;rs78229587;rs56230350;rs12597573;rs9939821;rs7206792;rs140979755;rs117751972;rs12596883;rs74629553;rs76495028;rs4517790;rs12447931;rs55790290;rs9938553;rs7193701;rs7199487;rs7199699;rs7199878;rs111701446;rs8044995;rs11275011;rs55725810;rs561946216;rs562498359;rs77884900;rs8060893;rs34395120;rs7194694;rs551970167;rs555741225;rs34539538;rs201391085;rs186642615;rs56097211;rs56138523, rs3785098;rs3785100;rs11383451, rs10468274;rs376338919;rs7196789;rs6499145, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000167261","DPEP2","protein_coding","16","68021297","68034489","No","Yes","Yes","0","0.0","9","7.670999999999998e-145","0.0","eQTLcatalogue/CEDAR T-cell CD4, eQTLcatalogue/Nedelec 2016 ge macrophage naive, eQTLGen cis eQTLs, BIOSQTL/BIOS eQTL geneLevel, GTEx/v8/Whole Blood, GTEx/v8/Esophagus Gastroesophageal Junction","Adult Cortex, Fetal Cortex, Left Ventricle, Liver, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Trophoblast-like Cell, hESC","-","rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs1134760, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs8060686, rs10468274, rs10468274, rs7196789, rs7196789, rs1134760, rs1134760, rs20549, rs20549, rs3785098, rs3785098, rs3815173, rs3815173, rs7193701, rs7193701, rs10468274, rs1134760","rs3815173;rs6499160;rs73612697;rs4640173;rs4567701;rs75229939;rs78229587;rs56230350;rs12597573;rs9939821;rs7206792;rs140979755;rs117751972;rs12596883;rs74629553;rs76495028;rs4517790;rs12447931;rs55790290;rs9938553;rs7193701;rs7199487;rs7199699;rs7199878;rs111701446;rs8044995;rs11275011;rs55725810;rs561946216;rs562498359;rs77884900;rs8060893;rs34395120;rs7194694;rs551970167;rs555741225;rs34539538;rs201391085;rs186642615;rs56097211;rs56138523, rs10468274;rs376338919;rs7196789;rs6499145, rs1134760;rs7187289;rs20549, rs8060686, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
"ENSG00000167264","DUS2","protein_coding","16","68021649","68113223","No","Yes","Yes","0","0.0","9","3.2717e-310","0.0","eQTLcatalogue/BLUEPRINT ge monocyte, eQTLcatalogue/BLUEPRINT ge neutrophil, eQTLcatalogue/CEDAR monocyte CD14, eQTLcatalogue/CEDAR neutrophil CD15, eQTLcatalogue/Fairfax 2012 B-cell CD19, eQTLcatalogue/Fairfax 2014 IFN24, eQTLcatalogue/Fairfax 2014 naive, eQTLcatalogue/Lepik 2017 ge blood, eQTLcatalogue/Quach 2016 ge monocyte naive, eQTLcatalogue/TwinsUK ge blood, eQTLcatalogue/TwinsUK ge fat, eQTLcatalogue/TwinsUK ge LCL, PsychENCODE eQTLs, DICE/Monocyte classical, DICE/Monocyte non classical, eQTLGen cis eQTLs, BIOSQTL/BIOS eQTL geneLevel, xQTLServer eQTLs, GTEx/v8/Whole Blood, GTEx/v8/Brain Caudate basal ganglia, GTEx/v8/Brain Cerebellum, GTEx/v8/Breast Mammary Tissue, GTEx/v8/Lung, GTEx/v8/Nerve Tibial, GTEx/v8/Cells Cultured fibroblasts, GTEx/v8/Small Intestine Terminal Ileum, GTEx/v8/Spleen, GTEx/v8/Thyroid","Adult Cortex, Left Ventricle, Liver, GM12878, IMR90, Mesenchymal Stem Cell, Mesendoderm, Trophoblast-like Cell, hESC","-","rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs1134760, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs8060686, rs7196789, rs1134760, rs20549, rs3785098, rs7193701, rs3743739, rs3785098, rs7193701, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs8060686, rs8060686, rs8060686, rs10468274, rs10468274, rs10468274, rs7196789, rs7196789, rs7196789, rs1134760, rs1134760, rs1134760, rs20549, rs20549, rs20549, rs3785098, rs3785098, rs3785098, rs3815173, rs3815173, rs3815173, rs7193701, rs7193701, rs7193701, rs3743739, rs3743739, rs7193701, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs3785098, rs8060686, rs10468274, rs7196789, rs3785098, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs1134760, rs20549, rs3785098, rs3815173, rs7193701, rs3743739, rs7193701, rs3743739, rs10468274, rs7193701, rs3743739, rs8060686, rs10468274, rs7196789, rs20549, rs3785098, rs7193701, rs3743739","rs10468274;rs376338919;rs7196789;rs6499145, rs3815173;rs6499160;rs73612697;rs4640173;rs4567701;rs75229939;rs78229587;rs56230350;rs12597573;rs9939821;rs7206792;rs140979755;rs117751972;rs12596883;rs74629553;rs76495028;rs4517790;rs12447931;rs55790290;rs9938553;rs7193701;rs7199487;rs7199699;rs7199878;rs111701446;rs8044995;rs11275011;rs55725810;rs561946216;rs562498359;rs77884900;rs8060893;rs34395120;rs7194694;rs551970167;rs555741225;rs34539538;rs201391085;rs186642615;rs56097211;rs56138523, rs1134760;rs7187289;rs20549, rs7198357;rs8057986;rs13334918;rs2271294;rs11553287;rs8060686"
